Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0,0,0,0,0,4226,0,112,357,1,1,0
0,1,0,0,0,1211,3061,122,360,0,1,0
1,0,1,0,0,3795,3695,212,360,0,2,0
1,1,0,0,0,3244,2204,135,360,0,0,0
1,0,1,0,0,6601,0,116,360,0,0,0
1,1,0,0,0,2562,1890,128,360,0,0,0
0,0,0,0,0,3437,0,135,257,1,1,0
1,1,1,1,0,2650,1498,113,181,0,0,0
0,1,0,0,0,2890,3235,120,360,0,2,0
1,0,0,0,0,6121,0,164,307,1,0,0
1,1,1,0,0,2229,0,89,330,0,0,0
0,0,0,0,0,10461,0,207,360,1,1,0
0,0,0,0,0,2557,1747,100,312,0,1,0
1,0,1,0,0,8896,0,254,360,0,2,0
1,1,1,0,0,3764,3679,206,360,0,1,0
1,1,0,1,0,2454,2331,180,360,0,1,0
1,0,0,0,0,4959,0,120,360,0,0,0
0,0,1,0,0,4606,0,133,360,0,1,0
1,0,0,0,0,3128,2036,106,295,0,2,0
0,0,0,0,0,1980,3011,141,360,0,0,0
1,0,0,0,0,8480,4938,363,360,0,0,0
1,0,0,0,0,6216,0,128,360,0,0,0
1,1,1,0,0,2757,87,99,360,0,0,0
1,1,0,0,0,2178,0,65,300,0,0,0
0,0,0,0,0,10615,0,243,360,0,1,0
1,1,1,0,0,5754,7384,209,360,0,1,0
0,0,0,0,0,4262,0,120,360,0,1,0
1,1,1,0,0,4940,0,122,360,0,0,0
0,1,0,0,0,602,1829,146,360,1,0,0
1,1,1,0,0,30504,0,311,360,1,1,0
1,0,1,1,0,2529,1536,146,404,0,0,0
0,0,1,0,0,2724,0,97,360,0,1,0
0,0,1,0,0,2300,0,99,360,1,0,0
1,1,0,0,0,2480,1844,158,360,0,0,0
1,0,0,0,0,3653,0,103,410,1,2,0
0,0,0,0,0,3419,0,129,360,1,1,0
1,0,0,0,0,6029,3463,180,255,1,1,0
1,1,2,0,0,5134,0,83,360,0,1,0
1,1,2,0,0,3442,1264,119,360,0,0,0
1,1,0,0,0,3679,3872,182,360,0,0,0
1,1,0,0,0,2209,0,61,344,0,1,0
1,0,0,0,0,3739,0,112,472,0,1,0
1,1,0,1,0,3029,1719,109,432,0,1,0
1,1,2,0,0,6593,0,125,360,0,0,0
0,0,0,1,0,3376,0,86,176,1,0,0
1,1,0,0,0,8456,0,185,360,0,1,0
0,0,0,0,0,3415,0,129,360,1,0,0
0,0,0,0,0,2493,1964,134,207,0,2,0
1,1,2,0,0,3449,2511,131,360,0,0,0
0,0,1,0,0,1855,0,90,360,0,0,0
1,0,0,0,0,20082,1577,506,360,1,0,0
1,0,0,0,0,4007,5223,143,360,1,0,0
1,1,0,0,0,2852,355,79,360,0,0,0
1,1,0,0,0,19682,0,280,360,1,0,0
1,1,0,0,0,3273,2137,120,360,0,0,0
0,1,1,0,0,1420,1829,160,360,0,2,0
1,1,3,1,0,4785,0,100,360,0,1,0
1,0,2,0,0,3581,0,105,360,0,0,0
0,0,1,0,0,4711,0,90,360,1,0,0
1,1,0,0,0,2528,1872,140,360,0,0,0
1,0,1,0,0,3022,1334,135,360,0,1,0
1,1,0,0,0,8263,0,180,360,1,1,0
0,0,1,0,0,1438,1840,135,360,0,1,0
1,0,0,0,0,16476,0,188,360,0,1,0
1,1,1,0,0,6013,0,187,287,1,1,0
1,0,0,0,0,3591,4185,154,360,0,0,0
1,1,0,0,0,3299,2154,124,360,0,0,0
1,0,0,0,0,6314,0,127,360,0,0,0
1,1,2,0,0,2997,1528,88,243,0,1,0
0,0,0,0,0,3520,0,78,360,0,2,0
0,0,2,0,0,1875,0,116,360,0,1,0
1,1,0,0,0,4233,5224,151,360,1,0,0
1,1,0,0,0,3712,2734,162,360,1,1,0
1,0,0,1,0,6155,0,126,360,0,0,0
1,1,2,1,0,2337,1282,129,360,0,0,0
1,1,1,0,0,2244,0,96,338,0,0,0
0,1,0,0,0,5630,0,184,360,0,1,0
1,1,1,0,0,4954,0,111,360,0,0,0
1,0,0,1,0,2332,1450,102,479,0,1,0
1,1,0,0,0,7179,4786,316,360,0,0,0
0,0,1,0,0,1694,1738,145,399,0,2,0
1,1,0,1,0,2013,3727,187,293,0,0,0
1,1,2,0,0,4000,7749,289,360,1,0,0
1,0,0,0,0,6225,0,130,360,0,0,0
0,1,0,0,0,4575,0,90,360,1,0,0
1,0,0,0,0,3587,0,91,360,1,2,0
1,1,2,0,0,3352,1645,146,360,0,0,0
0,0,0,0,0,4166,0,103,360,0,1,0
0,0,1,0,0,4725,0,82,360,0,1,0
1,1,0,0,0,3933,1720,145,360,0,0,0
1,1,0,0,0,3511,4399,128,180,0,0,0
1,0,2,0,0,3995,0,119,183,0,1,0
1,0,0,1,0,6288,434,156,360,1,0,0
1,0,0,0,0,17793,0,458,360,0,1,0
1,1,1,0,0,9384,11124,417,360,0,1,0
1,1,1,0,0,3253,1265,124,360,0,1,0
0,0,0,0,0,4600,0,81,360,1,0,0
0,0,0,0,0,10164,2367,204,302,0,0,0
0,0,1,0,0,2328,0,80,360,1,0,0
1,1,2,0,0,3649,3695,207,345,0,1,0
1,0,0,0,0,3584,0,100,360,0,1,0
1,0,2,0,0,3080,2435,149,310,0,1,0
1,1,0,0,0,8332,0,159,356,0,1,0
0,0,0,0,0,7096,0,155,360,1,1,0
0,0,0,0,0,7374,0,148,360,1,0,0
0,0,1,0,0,3426,0,137,360,1,1,0
0,1,1,0,0,4606,0,118,360,1,1,0
0,0,0,0,0,2995,0,87,360,0,1,0
1,0,0,0,0,12828,648,207,360,1,0,0
0,0,0,0,0,9205,79,243,360,1,1,0
1,1,0,0,0,1337,2984,102,360,0,2,0
1,0,0,0,0,3854,4942,162,360,1,1,0
1,0,0,0,0,20350,0,382,360,1,0,0
1,1,0,0,0,6081,0,216,342,0,0,0
1,0,0,0,0,14807,1275,279,360,0,0,0
0,0,1,0,0,6836,25804,349,273,1,1,0
1,0,0,0,0,4571,1803,172,360,1,0,0
1,1,1,0,0,3094,1279,121,360,0,1,0
1,0,0,0,0,3239,0,164,366,1,0,0
1,1,1,0,0,4260,3072,177,138,1,0,0
1,0,2,0,0,3775,7459,265,360,1,0,0
1,1,1,0,0,3346,1699,147,360,0,0,0
1,0,0,0,0,6258,0,121,360,0,0,0
1,0,0,0,0,3051,0,74,454,0,1,0
1,0,2,1,0,2702,1566,180,360,1,0,0
0,0,0,0,0,3235,0,149,360,0,0,0
1,0,0,0,0,5906,4536,242,360,0,0,0
1,1,0,0,0,3637,4123,149,218,0,0,0
0,0,0,0,0,2111,0,103,360,0,1,0
1,0,2,0,0,3053,2477,154,340,0,1,0
0,0,0,1,0,2736,0,72,331,0,1,0
1,1,2,1,0,4926,0,128,360,1,0,0
1,0,0,0,0,5079,0,124,360,0,0,0
1,1,2,1,0,2932,1656,72,180,0,1,0
0,1,0,0,0,2609,3425,124,360,0,1,0
1,1,1,0,0,3408,1594,117,360,0,0,0
0,0,0,0,0,4300,0,135,360,0,1,0
1,1,0,0,0,3365,2191,134,360,0,0,0
1,1,0,0,0,6019,2150,252,379,1,1,0
0,1,0,0,0,1377,3092,132,360,0,1,0
0,0,0,0,0,4858,2340,137,426,1,0,0
1,0,0,0,0,4613,1630,145,360,1,0,0
1,1,1,0,0,3795,3002,159,360,1,1,0
1,0,0,0,0,7925,0,273,360,1,1,0
0,0,0,0,0,4221,0,113,360,0,1,0
0,0,1,0,0,5000,0,76,360,0,1,0
0,0,0,0,0,3578,0,94,360,0,2,0
1,0,0,0,0,6541,4389,219,360,0,0,0
1,0,0,0,0,4099,2430,150,360,0,2,0
1,1,1,1,0,4815,0,112,360,0,0,0
0,0,0,0,0,4579,0,125,360,0,1,0
1,1,0,0,0,5803,2338,178,360,1,0,0
1,1,0,0,0,7239,1675,110,360,0,1,0
0,0,0,0,0,2652,1501,112,180,0,0,0
1,1,2,0,0,5118,0,82,360,0,1,0
1,0,0,0,0,19738,0,485,360,1,0,0
1,0,1,0,0,10812,3721,184,207,0,1,0
1,1,2,1,0,4753,0,98,360,0,1,0
1,0,0,0,0,19603,0,486,360,1,0,0
1,0,0,0,0,6444,472,143,360,0,0,0
1,1,1,0,0,3814,3021,161,360,1,1,0
0,0,0,1,0,2799,0,63,274,0,2,0
0,0,0,0,0,2555,0,137,360,1,2,0
1,1,1,0,0,3836,4987,148,345,0,0,0
